ACR_GROUPID,ICDCODE,DESCRIPTION,EFF_DATE,ACTIVE
CR0200,P74.0,LATE METABOLIC ACIDOSIS OF NEWBORN,1/1/2014,T
CR0200,P81.0,ENVIRONMENTAL HYPERTHERMIA OF NEWBORN,1/1/2014,T
CR0200,P81.8,OTHER SPECIFIED DISTURBANCES OF TEMPERATURE REGULATION OF NEWBORN,1/1/2014,T
CR0200,P81.9,"DISTURBANCE OF TEMPERATURE REGULATION OF NEWBORN, UNSPECIFIED; FEVER OF NEWBORN NOS",1/1/2014,T
CR0200,P83.1,NEONATAL ERYTHEMA TOXICUM,1/1/2014,T
CR0200,P83.4,BREAST ENGORGEMENT OF NEWBORN; NONINFECTIVE MASTITIS OF NEWBORN,1/1/2014,T
CR0200,P83.8,OTHER SPECIFIED CONDITIONS OF INTEGUMENT SPECIFIC TO FETUS AND NEWBORN; BRONZE BABY SYNDROME; NEONATAL SCLERODERMA; URTICARIA NEONATORUM,1/1/2014,T
CR0200,P74.8,OTHER TRANSITORY METABOLIC DISTURBANCES OF NEWBORN,1/1/2014,T
CR0200,P70.3,IATROGENIC NEONATAL HYPOGLYCAEMIA,1/1/2014,T
CR0200,P70.0,SYNDROME OF INFANT OF MOTHER WITH GESTATIONAL DIABETES,1/1/2014,T
CR0200,P74.2,DISTURBANCES OF SODIUM BALANCE OF NEWBORN,1/1/2014,T
CR0200,P70.2,NEONATAL DIABETES MELLITUS,1/1/2014,T
CR0200,P72.2,"OTHER TRANSITORY NEONATAL DISORDERS OF THYROID FUNCTION, NOT ELSEWHERE CLASSIFIED; TRANSITORY NEONATAL HYPOTHYROIDISM",1/1/2014,T
CR0200,P70.4,OTHER NEONATAL HYPOGLYCAEMIA; TRANSITORY NEONATAL HYPOGLYCAEMIA,1/1/2014,T
CR0200,P70.9,"TRANSITORY DISORDER OF CARBOHYDRATE METABOLISM OF FETUS AND NEWBORN, UNSPECIFIED",1/1/2014,T
CR0200,P71.1,OTHER NEONATAL HYPOCALCAEMIA,1/1/2014,T
CR0200,P71.3,NEONATAL TETANY WITHOUT CALCIUM OR MAGNESIUM DEFICIENCY; NEONATAL TETANY NOS,1/1/2014,T
CR0200,P71.4,TRANSITORY NEONATAL HYPOPARATHYROIDISM,1/1/2014,T
CR0200,P71.9,"TRANSITORY NEONATAL DISORDER OF CALCIUM AND MAGNESIUM METABOLISM, UNSPECIFIED",1/1/2014,T
CR0200,P72.0,"NEONATAL GOITRE, NOT ELSEWHERE CLASSIFIED; TRANSITORY CONGENITAL GOITRE WITH NORMAL FUNCTION",1/1/2014,T
CR0200,P72.1,TRANSITORY NEONATAL HYPERTHYROIDISM; NEONATAL THYROTOXICOSIS,1/1/2014,T
CR0200,P71.0,COW'S MILK HYPOCALCAEMIA IN NEWBORN,1/1/2014,T
CR0200,P72.9,"TRANSITORY NEONATAL ENDOCRINE DISORDER, UNSPECIFIED",1/1/2014,T
CR0201,O06.9,"UNSPECIFIED ABORTION OR INDUCED ABORTION NOS, COMPLETE OR UNSPECIFIED, WITHOUT COMPLICATION",1/1/2014,T
CR0201,O02.9,"ABNORMAL PRODUCT OF CONCEPTION, UNSPECIFIED",1/1/2014,T
CR0201,O07.3,FAILED MEDICAL ABORTION WITH OTHER AND UNSPECIFIED COMPLICATIONS WITH SHOCK FOLLOWING ABORTION AND ECTOPIC AND MOLAR PREGNANCY; CIRCULATORY COLLAPASE; POSTOPERATIVE SHOCK; RENAL FAILURE FOLLOWING ABORTION AND ECTOPIC AND MOLAR PREGNANCY; OLIGURIA ACUTE RE,1/1/2014,T
CR0201,O07.4,FAILED MEDICAL ABORTION WITHOUT COMPLICATION; FAILED MEDICAL ABORTION NOS,1/1/2014,T
CR0201,O03.9,"SPONTANEOUS ABORTION, COMPLETE OR UNSPECIFIED, WITHOUT COMPLICATION",1/1/2014,T
CR0201,O07.8,OTHER AND UNSPECIFIED FAILED ATTEMPTED ABORTION WITH OTHER AND UNSPECIFIED COMPLICATIONS WITH WITH  SHOCK FOLLOWING ABORTION AND ECTOPIC AND MOLAR PREGNANCY; CIRCULATORY COLLAPASE; POSTOPERATIVE SHOCK; RENAL FAILURE FOLLOWING ABORTION AND ECTOPIC AND MOLA,1/1/2014,T
CR0201,O07.9,OTHER AND UNSPECIFIED FAILED ATTEMPTED ABORTION WITHOUT COMPLICATION; FAILED ATTEMPTED ABORTION NOS,1/1/2014,T
CR0201,O02.1,MISSED ABORTION; EARLY FETAL DEATH WITH RETENTION OF DEAD FETUS,1/1/2014,T
CR0201,O05.9,"OTHER ABORTION, COMPLETE OR UNSPECIFIED, WITHOUT COMPLICATION",1/1/2014,T
CR0201,O05.4,"OTHER ABORTION, INCOMPLETE, WITHOUT COMPLICATION",1/1/2014,T
CR0201,O03.4,"SPONTANEOUS ABORTION, INCOMPLETE, WITHOUT COMPLICATION",1/1/2014,T
CR0201,O02.8,OTHER SPECIFIED ABNORMAL PRODUCTS OF CONCEPTION,1/1/2014,T
CR0201,O02.0,BLIGHTED OVUM AND NONHYDATIDIFORM MOLE; CARNEOUS MOLE; FLESHY MOLE; INTRAUTERINE MOLE NOS; PATHOLOGICAL OVUM,1/1/2014,T
CR0201,O06.4,"UNSPECIFIED ABORTION OR INDUCED ABORTION NOS, INCOMPLETE, WITHOUT COMPLICATION",1/1/2014,T
CR0201,O07.0,"FAILED MEDICAL ABORTION, COMPLICATED BY GENITAL TRACT AND PELVIC INFECTION WITH ENDOMETRITIS; OOPHORITIS; PARAMETRITIS; PARAMETRITIS; PELVIC PERITONITIS; SALPINGITIS; SALPINGO-OOPHORITIS; SEPSIS; SEPTIC SHOCK; SEPTICAEMIA",1/1/2014,T
CR0202,O07.5,OTHER AND UNSPECIFIED FAILED ATTEMPTED ABORTION COMPLICATED BY GENITAL TRACT AND PELVIC INFECTION WITH  ENDOMETRITIS; OOPHORITIS; PARAMETRITIS; PELVIC PERITONITIS; SALPINGITIS; SALPINGO-OOPHORITIS; SEPSI; SEPTIC SHOCK; SEPTICAEMIA,1/1/2014,T
CR0202,O06.6,"UNSPECIFIED ABORTION OR INDUCED ABORTION NOS, COMPLETE, COMPLICATED BY DELAYED OR EXCESSIVE HAEMORRHAGE OR AFIBRINOGENAEMIA OR DEFIBRINATION SYNDROME OR INTRAVASCULAR COAGULATION",1/1/2014,T
CR0202,O08.3,SHOCK FOLLOWING ABORTION AND ECTOPIC AND MOLAR PREGNANCY; CIRCULATORY COLLAPASE; POSTOPERATIVE SHOCK,1/1/2014,T
CR0202,O06.8,"UNSPECIFIED ABORTION OR INDUCED ABORTION NOS, COMPLETE, WITH OTHER AND UNSPECIFIED COMPLICATIONS WITH  SHOCK FOLLOWING ABORTION AND ECTOPIC AND MOLAR PREGNANCY; CIRCULATORY COLLAPASE; POSTOPERATIVE SHOCK; RENAL FAILURE FOLLOWING ABORTION AND ECTOPIC AND M",1/1/2014,T
CR0202,O05.8,"OTHER ABORTION, COMPLETE, WITH OTHER AND UNSPECIFIED COMPLICATIONS WITH  SHOCK FOLLOWING ABORTION AND ECTOPIC AND MOLAR PREGNANCY; CIRCULATORY COLLAPASE; POSTOPERATIVE SHOCK; RENAL FAILURE FOLLOWING ABORTION AND ECTOPIC AND MOLAR PREGNANCY; OLIGURIA ACUTE",1/1/2014,T
CR0202,O03.1,"SPONTANEOUS ABORTION, INCOMPLETE, COMPLICATED DELAYED OR EXCESSIVE HAEMORRHAGE WITH DELAYED OR EXCESSIVE HAEMORRHAGE FOLLOWING ABORTION AND ECTOPIC AND MOLAR PREGNANCY; AFIBRINOGENAEMIA; DEFIBRINATION SYNDROME; INTRAVASCULAR COAGULATION",1/1/2014,T
CR0202,O03.3,"SPONTANEOUS ABORTION, INCOMPLETE, WITH OTHER AND UNSPECIFIED COMPLICATIONS WITH SHOCK FOLLOWING ABORTION AND ECTOPIC AND MOLAR PREGNANCY; CIRCULATORY COLLAPASE; POSTOPERATIVE SHOCK; RENAL FAILURE FOLLOWING ABORTION AND ECTOPIC AND MOLAR PREGNANCY; OLIGURI",1/1/2014,T
CR0202,O03.5,"SPONTANEOUS ABORTION, COMPLETE, COMPLICATED BY GENITAL TRACT AND PELVIC INFECTION WITH GENITAL TRACT AND PELVIC INFECTION FOLLOWING ABORTION AND ECTOPIC AND MOLAR PREGNANCY; ENDOMETRITIS; OOPHORITIS; PARAMETRITIS; PELVIC PERITONITIS; SALPINGITIS; SALPINGO",1/1/2014,T
CR0202,O03.6,"SPONTANEOUS ABORTION, COMPLETE OR UNSPECIFIED,  COMPLICATED DELAYED OR EXCESSIVE HAEMORRHAGE WITH DELAYED OR EXCESSIVE HAEMORRHAGE FOLLOWING ABORTION AND ECTOPIC AND MOLAR PREGNANCY; AFIBRINOGENAEMIA; DEFIBRINATION SYNDROME; INTRAVASCULAR COAGULATION",1/1/2014,T
CR0202,O03.7,"SPONTANEOUS ABORTION, COMPLETE OR UNSPECIFIED, WITH OTHER  COMPLICATED BY EMBOLISM WITH EMBOLISM FOLLOWING ABORTION AND ECTOPIC AND MOLAR PREGNANCY; EMBOLISM NOS; AIR EMBOLISM; AMNIOTIC FLUID EMBOLISM; BLOOD-CLOT EMBOLISM; PULMONARY EMBOLISM; PYAEMIC EMBO",1/1/2014,T
CR0202,O03.8,"SPONTANEOUS ABORTION, COMPLETE OR UNSPECIFIED,  WITH OTHER AND UNSPECIFIED COMPLICATIONS WITH SHOCK FOLLOWING ABORTION AND ECTOPIC AND MOLAR PREGNANCY; CIRCULATORY COLLAPASE; POSTOPERATIVE SHOCK; RENAL FAILURE FOLLOWING ABORTION AND ECTOPIC AND MOLAR PREG",1/1/2014,T
CR0202,O05.0,"OTHER ABORTION, INCOMPLETE, COMPLICATED BY GENITAL TRACT AND PELVIC INFECTION WITH ENDOMETRITIS AND/OR OOPHORITIS AND/OR PARAMETRITIS AND/OR PELVIC PERITONITIS AND/OR SALPINGITIS AND/OR SALPINGO-OOPHORITIS AND/OR SEPSIS AND/OR SEPTIC SHOCK AND/OR SEPTICAE",1/1/2014,T
CR0202,O05.1,"OTHER ABORTION, INCOMPLETE, COMPLICATED DELAYED OR EXCESSIVE HAEMORRHAGE WITH DELAYED OR EXCESSIVE HAEMORRHAGE FOLLOWING ABORTION AND ECTOPIC AND MOLAR PREGNANCY; AFIBRINOGENAEMIA; DEFIBRINATION SYNDROME; INTRAVASCULAR COAGULATION",1/1/2014,T
CR0202,O03.0,"SPONTANEOUS ABORTION, INCOMPLETE, COMPLICATED BY GENITAL TRACT AND PELVIC INFECTION WITH GENITAL TRACT AND PELVIC INFECTION FOLLOWING ABORTION AND ECTOPIC AND MOLAR PREGNANCY; ENDOMETRITIS; OOPHORITIS; PARAMETRITIS; PELVIC PERITONITIS; SALPINGITIS; SALPIN",1/1/2014,T
CR0202,O08.8,OTHER COMPLICATIONS FOLLOWING ABORTION AND ECTOPIC AND MOLAR PREGNANCY; CARDIAC ARREST; URINARY TRACT INFECTION,1/1/2014,T
CR0202,O06.1,"UNSPECIFIED ABORTION OR INDUCED ABORTION NOS, INCOMPLETE, COMPLICATED DELAYED OR EXCESSIVE HAEMORRHAGE WITH  AFIBRINOGENAEMIA OR DEFIBRINATION SYNDROME OR INTRAVASCULAR COAGULATION",1/1/2014,T
CR0202,O06.2,"UNSPECIFIED ABORTION OR INDUCED ABORTION NOS, INCOMPLETE, COMPLICATED BY EMBOLISM OR EMBOLISM NOS WITH  AIR EMBOLISM OR AMNIOTIC FLUID EMBOLISM OR BLOOD-CLOT EMBOLISM OR PULMONARY EMBOLISM OR PYAEMIC EMBOLISM OR SEPTIC OR SEPTICOPYAEMIC EMBOLISM OR SOAP E",1/1/2014,T
CR0202,O06.3,"UNSPECIFIED ABORTION OR INDUCED ABORTION NOS, INCOMPLETE, WITH OTHER AND UNSPECIFIED COMPLICATIONS WITH  SHOCK FOLLOWING ABORTION AND ECTOPIC AND MOLAR PREGNANCY; CIRCULATORY COLLAPASE; POSTOPERATIVE SHOCK; RENAL FAILURE FOLLOWING ABORTION AND ECTOPIC AND",1/1/2014,T
CR0202,O06.5,"UNSPECIFIED ABORTION OR INDUCED ABORTION NOS, COMPLETE, OR UNSPECIFIED,  COMPLICATED BY GENITAL TRACT AND PELVIC INFECTION OR ENDOMETRITIS AND/OR OOPHORITIS AND/OR PARAMETRITIS AND/OR PELVIC PERITONITIS AND/OR SALPINGITIS AND/OR SALPINGO-OOPHORITIS AND/OR",1/1/2014,T
CR0202,O06.7,"UNSPECIFIED ABORTION OR INDUCED ABORTION NOS, COMPLETE, COMPLICATED BY EMBOLISM OR EMBOLISM NOS OR AIR EMBOLISM OR AMNIOTIC FLUID EMBOLISM OR BLOOD-CLOT EMBOLISM OR PULMONARY EMBOLISM OR PYAEMIC EMBOLISM OR SEPTIC OR SEPTICOPYAEMIC EMBOLISM OR SOAP EMBOLI",1/1/2014,T
CR0202,O07.1,FAILED MEDICAL ABORTION COMPLICATED BY DELAYED OR EXCESSIVE HAEMORRHAGE; AFIBRINOGENAEMIA WITH DELAYED OR EXCESSIVE HAEMORRHAGE FOLLOWING ABORTION AND ECTOPIC AND MOLAR PREGNANCY; AFIBRINOGENAEMIA; DEFIBRINATION SYNDROME; INTRAVASCULAR COAGULATION,1/1/2014,T
CR0202,O06.0,"UNSPECIFIED ABORTION OR INDUCED ABORTION NOS, INCOMPLETE, COMPLICATED BY GENITAL TRACT AND PELVIC INFECTION WITH  ENDOMETRITIS AND/OR OOPHORITIS AND/OR PARAMETRITIS AND/OR PELVIC PERITONITIS AND/OR SALPINGITIS AND/OR SALPINGO-OOPHORITIS AND/OR SEPSIS AND/",1/1/2014,T
CR0202,O07.6,OTHER AND UNSPECIFIED FAILED ATTEMPTED ABORTION COMPLICATED BY DELAYED OR EXCESSIVE HAEMORRHAGE WITH DELAYED OR EXCESSIVE HAEMORRHAGE FOLLOWING ABORTION AND ECTOPIC AND MOLAR PREGNANCY; AFIBRINOGENAEMIA; DEFIBRINATION SYNDROME; INTRAVASCULAR COAGULATION,1/1/2014,T
CR0202,O03.2,"SPONTANEOUS ABORTION, INCOMPLETE, COMPLICATED BY EMBOLISM WITH  EMBOLISM NOS OR AIR EMBOLISM OR AMNIOTIC FLUID EMBOLISM OR BLOOD-CLOT EMBOLISM OR PULMONARY EMBOLISM OR PYAEMIC EMBOLISM OR SEPTIC OR SEPTICOPYAEMIC EMBOLISM OR SOAP EMBOLISM",1/1/2014,T
CR0203,M62.69,MUSCLE STRAIN  SITE UNSPECIFIED,1/1/2014,T
CR0203,M62.95,"DISORDER OF MUSCLE, UNSPECIFIED  PELVIC REGION AND THIGH",1/1/2014,T
CR0203,M62.96,"DISORDER OF MUSCLE, UNSPECIFIED  LOWER LEG",1/1/2014,T
CR0203,M62.8,MUSCLE (SHEATH) HERNIA,1/1/2014,T
CR0203,M62.91,"DISORDER OF MUSCLE, UNSPECIFIED  SHOULDER REGION",1/1/2014,T
CR0203,M62.90,"DISORDER OF MUSCLE, UNSPECIFIED  MULTIPLE SITE",1/1/2014,T
CR0203,M62.9,"DISORDER OF MUSCLE, UNSPECIFIED",1/1/2014,T
CR0203,M62.89,MUSCLE (SHEATH) HERNIA SITE UNSPECIFIED,1/1/2014,T
CR0203,M62.88,MUSCLE (SHEATH) HERNIA OTHER,1/1/2014,T
CR0203,M62.85,MUSCLE (SHEATH) HERNIA PELVIC REGION AND THIGH,1/1/2014,T
CR0203,M62.86,MUSCLE (SHEATH) HERNIA LOWER LEG,1/1/2014,T
CR0203,M60.09,INFECTIVE MYOSITIS; TROPICAL PYOMYOSITIS SITE UNSPECIFIED,1/1/2014,T
CR0203,M71.99,"BURSOPATHY, UNSPECIFIED SITE UNSPECIFIED",1/1/2014,T
CR0203,M72.0,PALMAR FASCIAL FIBROMATOSIS [DUPUYTREN],1/1/2014,T
CR0203,M70.5,OTHER BURSITIS OF KNEE,1/1/2014,T
CR0203,M65.99,"SYNOVITIS AND TENOSYNOVITIS, UNSPECIFIED SITE UNSPECIFIED",1/1/2014,T
CR0203,M71.8,OTHER SPECIFIED BURSOPATHIES,1/1/2014,T
CR0203,M67.1,OTHER CONTRACTURE OF TENDON (SHEATH),1/1/2014,T
CR0203,M65.93,"SYNOVITIS AND TENOSYNOVITIS, UNSPECIFIED FOREARM",1/1/2014,T
CR0203,M65.94,"SYNOVITIS AND TENOSYNOVITIS, UNSPECIFIED HAND",1/1/2014,T
CR0203,M65.95,"SYNOVITIS AND TENOSYNOVITIS, UNSPECIFIED PELVIC REGION AND THIGH",1/1/2014,T
CR0203,M65.96,"SYNOVITIS AND TENOSYNOVITIS, UNSPECIFIED LOWER LEG",1/1/2014,T
CR0203,M65.97,"SYNOVITIS AND TENOSYNOVITIS, UNSPECIFIED ANKLE AND FOOT",1/1/2014,T
CR0203,M76.4,TIBIAL COLLATERAL BURSITIS [PELLEGRINI-STIEDA],1/1/2014,T
CR0203,M66.0,RUPTURE OF POPLITEAL CYST,1/1/2014,T
CR0203,M72.5,"FASCIITIS, NOT ELSEWHERE CLASSIFIED,",1/1/2014,T
CR0203,M66.4,SPONTANEOUS RUPTURE OF OTHER TENDONS,1/1/2014,T
CR0203,M67.0,SHORT ACHILLES TENDON (ACQUIRED),1/1/2014,T
CR0203,M70.4,PREPATELLAR BURSITIS,1/1/2014,T
CR0203,M67.2,"SYNOVIAL HYPERTROPHY, NOT ELSEWHERE CLASSIFIED",1/1/2014,T
CR0203,M67.3,TRANSIENT SYNOVITIS; TOXIC SYNOVITIS,1/1/2014,T
CR0203,M67.4,GANGLION; GANGLION OF JOINT OR TENDON (SHEATH),1/1/2014,T
CR0203,M67.8,OTHER SPECIFIED DISORDERS OF SYNOVIUM AND TENDON,1/1/2014,T
CR0203,M67.9,"DISORDER OF SYNOVIUM AND TENDON, UNSPECIFIED",1/1/2014,T
CR0203,M70.0,CHRONIC CREPITANT SYNOVITIS OF HAND AND WRIST,1/1/2014,T
CR0203,M71.51,"OTHER BURSITIS, NOT ELSEWHERE CLASSIFIED SHOULDER REGION",1/1/2014,T
CR0203,M71.9,"BURSOPATHY, UNSPECIFIED",1/1/2014,T
CR0203,M76.0,GLUTEAL TENDINITIS,1/1/2014,T
CR0203,M76.3,ILIOTIBIAL BAND SYNDROME,1/1/2014,T
CR0203,M76.5,PATELLAR TENDINITIS,1/1/2014,T
CR0203,M76.6,ACHILLES TENDINITIS; ACHILLES BURSITIS,1/1/2014,T
CR0203,M76.7,PERONEAL TENDINITIS,1/1/2014,T
CR0203,M76.8,"OTHER ENTHESOPATHIES OF LOWER LIMB, EXCLUDING FOOT; ANTERIOR TIBIAL SYNDROME; POSTERIOR TIBIAL TENDINITIS",1/1/2014,T
CR0203,M72.88,OTHER FIBROBLASTIC DISORDERS; ABSCESS OF FASCIA  OTHER,1/1/2014,T
CR0203,M75.5,BURSITIS OF SHOULDER,1/1/2014,T
CR0203,M61.3,CALCIFICATION AND OSSIFICATION OF MUSCLES ASSOCIATED WITH BURNS; MYOSITIS OSSIFICANS ASSOCIATED WITH BURNS,1/1/2014,T
CR0203,M62.59,"MUSCLE WASTING AND ATROPHY, NOT ELSEWHERE CLASSIFIED; DISUSE ATROPHY NEC SITE UNSPECIFIED",1/1/2014,T
CR0203,M60.9,"MYOSITIS, UNSPECIFIED",1/1/2014,T
CR0203,M60.90,"MYOSITIS, UNSPECIFIED MULTIPLE SITE",1/1/2014,T
CR0203,M60.91,"MYOSITIS, UNSPECIFIED SHOULDER REGION",1/1/2014,T
CR0203,M60.92,"MYOSITIS, UNSPECIFIED UPPER ARM",1/1/2014,T
CR0203,M60.95,"MYOSITIS, UNSPECIFIED PELVIC REGION AND THIGH",1/1/2014,T
CR0203,M60.96,"MYOSITIS, UNSPECIFIED LOWER LEG",1/1/2014,T
CR0203,M60.88,OTHER MYOSITIS OTHER,1/1/2014,T
CR0203,M60.99,"MYOSITIS, UNSPECIFIED SITE UNSPECIFIED",1/1/2014,T
CR0203,M60.81,OTHER MYOSITIS SHOULDER REGION,1/1/2014,T
CR0203,M61.55,OTHER OSSIFICATION OF MUSCLE PELVIC REGION AND THIGH,1/1/2014,T
CR0203,M61.59,OTHER OSSIFICATION OF MUSCLE SITE UNSPECIFIED,1/1/2014,T
CR0203,M61.9,"CALCIFICATION AND OSSIFICATION OF MUSCLE, UNSPECIFIED",1/1/2014,T
CR0203,M62.0,DIASTASIS OF MUSCLE,1/1/2014,T
CR0203,M62.05,DIASTASIS OF MUSCLE  PELVIC REGION AND THIGH,1/1/2014,T
CR0203,M62.1,OTHER RUPTURE OF MUSCLE (NONTRAUMATIC),1/1/2014,T
CR0203,M62.49,CONTRACTURE OF MUSCLE  SITE UNSPECIFIED,1/1/2014,T
CR0203,M62.56,"MUSCLE WASTING AND ATROPHY, NOT ELSEWHERE CLASSIFIED; DISUSE ATROPHY NEC LOWER LEG",1/1/2014,T
CR0203,M60.98,"MYOSITIS, UNSPECIFIED OTHER",1/1/2014,T
CR0203,M70.1,BURSITIS OF HAND,1/1/2014,T
CR0203,M70.2,OLECRANON BURSITIS,1/1/2014,T
CR0203,M70.3,OTHER BURSITIS OF ELBOW,1/1/2014,T
CR0203,M66.5,"SPONTANEOUS RUPTURE OF UNSPECIFIED TENDON; RUPTURE AT MUSCULOTENDINOUS JUNCTION, NONTRAUMATIC",1/1/2014,T
CR0203,M79.86,OTHER SPECIFIED SOFT TISSUE DISORDERS LOWER LEG,1/1/2014,T
CR0203,M77.3,CALCANEAL SPUR,1/1/2014,T
CR0203,M77.5,OTHER ENTHESOPATHY OF FOOT,1/1/2014,T
CR0203,M77.8,"OTHER ENTHESOPATHIES, NOT ELSEWHERE CLASSIFIED",1/1/2014,T
CR0203,M77.9,"ENTHESOPATHY, UNSPECIFIED; BONE SPUR NOS; CAPSULITIS NOS; PERIARTHRITIS NOS; TENDINITIS NOS",1/1/2014,T
CR0203,M79.80,OTHER SPECIFIED SOFT TISSUE DISORDERS MULTIPLE SITE,1/1/2014,T
CR0203,M79.81,OTHER SPECIFIED SOFT TISSUE DISORDERS SHOULDER REGION,1/1/2014,T
CR0203,M79.82,OTHER SPECIFIED SOFT TISSUE DISORDERS UPPER ARM,1/1/2014,T
CR0203,M76.1,PSOAS TENDINITIS,1/1/2014,T
CR0203,M79.85,OTHER SPECIFIED SOFT TISSUE DISORDERS PELVIC REGION AND THIGH,1/1/2014,T
CR0203,M76.9,"ENTHESOPATHY OF LOWER LIMB, UNSPECIFIED",1/1/2014,T
CR0203,M79.87,OTHER SPECIFIED SOFT TISSUE DISORDERS ANKLE AND FOOT,1/1/2014,T
CR0203,M79.88,OTHER SPECIFIED SOFT TISSUE DISORDERS OTHER,1/1/2014,T
CR0203,M79.89,OTHER SPECIFIED SOFT TISSUE DISORDERS SITE UNSPECIFIED,1/1/2014,T
CR0203,M79.91,"SOFT TISSUE DISORDER, UNSPECIFIED SHOULDER REGION",1/1/2014,T
CR0203,M79.95,"SOFT TISSUE DISORDER, UNSPECIFIED PELVIC REGION AND THIGH",1/1/2014,T
CR0203,M79.98,"SOFT TISSUE DISORDER, UNSPECIFIED OTHER",1/1/2014,T
CR0203,M65.89,OTHER SYNOVITIS AND TENOSYNOVITIS SITE UNSPECIFIED,1/1/2014,T
CR0203,M65.9,"SYNOVITIS AND TENOSYNOVITIS, UNSPECIFIED",1/1/2014,T
CR0203,M65.90,"SYNOVITIS AND TENOSYNOVITIS, UNSPECIFIED MULTIPLE SITE",1/1/2014,T
CR0203,M65.29,CALCIFIC TENDINITIS SITE UNSPECIFIED,1/1/2014,T
CR0203,M62.66,MUSCLE STRAIN  LOWER LEG,1/1/2014,T
CR0203,M62.61,MUSCLE STRAIN  SHOULDER REGION,1/1/2014,T
CR0203,M62.62,MUSCLE STRAIN  UPPER ARM,1/1/2014,T
CR0203,M62.63,MUSCLE STRAIN  FOREARM,1/1/2014,T
CR0203,M65.13,OTHER INFECTIVE (TENO)SYNOVITIS FOREARM,1/1/2014,T
CR0203,M62.65,MUSCLE STRAIN  PELVIC REGION AND THIGH,1/1/2014,T
CR0203,M62.97,"DISORDER OF MUSCLE, UNSPECIFIED  ANKLE AND FOOT",1/1/2014,T
CR0203,M62.67,MUSCLE STRAIN  ANKLE AND FOOT,1/1/2014,T
CR0203,M62.68,MUSCLE STRAIN  OTHER,1/1/2014,T
CR0203,M79.99,"SOFT TISSUE DISORDER, UNSPECIFIED SITE UNSPECIFIED",1/1/2014,T
CR0203,M65.92,"SYNOVITIS AND TENOSYNOVITIS, UNSPECIFIED UPPER ARM",1/1/2014,T
CR0203,M79.84,OTHER SPECIFIED SOFT TISSUE DISORDERS HAND,1/1/2014,T
CR0203,M75.9,"SHOULDER LESION, UNSPECIFIED",1/1/2014,T
CR0203,M72.9,"FIBROBLASTIC DISORDER, UNSPECIFIED; FASCIITIS NOS; FIBROMATOSIS NOS",1/1/2014,T
CR0203,M72.98,"FIBROBLASTIC DISORDER, UNSPECIFIED; FASCIITIS NOS; FIBROMATOSIS NOS  OTHER",1/1/2014,T
CR0203,M72.99,"FIBROBLASTIC DISORDER, UNSPECIFIED; FASCIITIS NOS; FIBROMATOSIS NOS  SITE UNSPECIFIED",1/1/2014,T
CR0203,M75.0,ADHESIVE CAPSULITIS OF SHOULDER; FROZEN SHOULDER; PERIARTHRITIS OF SHOULDER,1/1/2014,T
CR0203,M75.1,"ROTATOR CUFF SYNDROME; ROTATOR CUFF OR SUPRASPINATUS TEAR OR RUPTURE COMPLETE)(INCOMPLETE), NOT SPECIFIED AS TRAUMATIC; SUPRASPINATUS SYNDROME",1/1/2014,T
CR0203,M75.2,BICIPITAL TENDINITIS,1/1/2014,T
CR0203,M75.3,CALCIFIC TENDINITIS OF SHOULDER; CALCIFIED BURSA OF SHOULDER,1/1/2014,T
CR0203,M75.4,IMPINGEMENT SYNDROME OF SHOULDER,1/1/2014,T
CR0203,M77.1,LATERAL EPICONDYLITIS; TENNIS ELBOW,1/1/2014,T
CR0203,M75.8,OTHER SHOULDER LESIONS,1/1/2014,T
CR0203,M77.0,MEDIAL EPICONDYLITIS,1/1/2014,T
CR0203,M76,"ENTHESOPATHIES OF LOWER LIMB, EXCLUDING FOOT",1/1/2014,T
CR0203,M65.91,"SYNOVITIS AND TENOSYNOVITIS, UNSPECIFIED SHOULDER REGION",1/1/2014,T
CR0203,M60.0,INFECTIVE MYOSITIS; TROPICAL PYOMYOSITIS,1/1/2014,T
CR0203,M60.00,INFECTIVE MYOSITIS; TROPICAL PYOMYOSITIS MULTIPLE SITE,1/1/2014,T
CR0203,M60.01,INFECTIVE MYOSITIS; TROPICAL PYOMYOSITIS SHOULDER REGION,1/1/2014,T
CR0203,M60.02,INFECTIVE MYOSITIS; TROPICAL PYOMYOSITIS UPPER ARM,1/1/2014,T
CR0203,M60.05,INFECTIVE MYOSITIS; TROPICAL PYOMYOSITIS PELVIC REGION AND THIGH,1/1/2014,T
CR0203,M60.06,INFECTIVE MYOSITIS; TROPICAL PYOMYOSITIS LOWER LEG,1/1/2014,T
CR0203,M60.89,OTHER MYOSITIS SITE UNSPECIFIED,1/1/2014,T
CR0203,M60.08,INFECTIVE MYOSITIS; TROPICAL PYOMYOSITIS OTHER,1/1/2014,T
CR0203,M62.48,CONTRACTURE OF MUSCLE  OTHER,1/1/2014,T
CR0203,M60.1,INTERSTITIAL MYOSITIS,1/1/2014,T
CR0203,M60.11,INTERSTITIAL MYOSITIS SHOULDER REGION,1/1/2014,T
CR0203,M60.2,"FOREIGN BODY GRANULOMA OF SOFT TISSUE, NOT ELSEWHERE CLASSIFIED",1/1/2014,T
CR0203,M60.21,"FOREIGN BODY GRANULOMA OF SOFT TISSUE, NOT ELSEWHERE CLASSIFIED SHOULDER REGION",1/1/2014,T
